# %ECSV 1.0
# ---
# datatype:
# - {name: PSRJ, datatype: string}
# - {name: RAJ, datatype: string}
# - {name: DECJ, datatype: string}
# - {name: POSEPOCH, datatype: float32}
# - {name: PMRA, datatype: float32}
# - {name: PMDEC, datatype: float32}
# - {name: DM, datatype: float32}
# - {name: F0, datatype: float32}
# - {name: PEPOCH, datatype: float32}
# - {name: F1, datatype: float32}
# - {name: PX, datatype: float32}
# - {name: S1400, datatype: float32}
# - {name: DIST_DM, datatype: float32}
# - {name: DIST_DM1, datatype: float32}
# - {name: TYPE, datatype: string}
# - {name: ASSOC, datatype: string}
# - {name: SURVEY, datatype: string}
# - {name: P0, datatype: float32}
# - {name: P1, datatype: float32}
# - {name: RM, datatype: float32}
# - {name: S400, datatype: float32}
# - {name: S150, datatype: float32}
# - {name: W50, datatype: float32}
# - {name: W10, datatype: float32}
# - {name: SPINDX, datatype: float32}
# - {name: FRACL, datatype: float32}
# - {name: FRACV, datatype: float32}
# - {name: FRACAV, datatype: float32}
# - {name: MAGINC, datatype: float32}
# - {name: IMPANG, datatype: float32}
# - {name: PASWING, datatype: float32}
# - {name: F2, datatype: float32}
# - {name: F3, datatype: float32}
# - {name: NGLT, datatype: float32}
# - {name: DIST_AMX, datatype: float32}
# - {name: DIST_AMN, datatype: float32}
# - {name: S300, datatype: float32}
# - {name: DMEPOCH, datatype: float32}
# - {name: EPHEM, datatype: string}
# - {name: CLK, datatype: string}
# - {name: PSRB, datatype: string}
# - {name: S50, datatype: float32}
# - {name: S600, datatype: float32}
# - {name: TAU_SC, datatype: float32}
# - {name: ELONG, datatype: float32}
# - {name: ELAT, datatype: float32}
# - {name: PMELONG, datatype: float32}
# - {name: PMELAT, datatype: float32}
# - {name: BINARY, datatype: string}
# - {name: A1, datatype: float32}
# - {name: TASC, datatype: float32}
# - {name: EPS1, datatype: float32}
# - {name: EPS2, datatype: float32}
# - {name: FB0, datatype: float32}
# - {name: FB1, datatype: float32}
# - {name: FB2, datatype: float32}
# - {name: UNITS, datatype: string}
# - {name: BINCOMP, datatype: string}
# - {name: S3000, datatype: float32}
# - {name: S4000, datatype: float32}
# - {name: S800, datatype: float32}
# - {name: S2000, datatype: float32}
# - {name: S900, datatype: float32}
# - {name: S1600, datatype: float32}
# - {name: DIST_A, datatype: float32}
# - {name: ECC, datatype: float32}
# - {name: PB, datatype: float32}
# - {name: PBDOT, datatype: float32}
# - {name: OM, datatype: float32}
# - {name: OMDOT, datatype: float32}
# - {name: T0, datatype: float32}
# - {name: M2, datatype: float32}
# - {name: S350, datatype: float32}
# - {name: DM1, datatype: float32}
# - {name: DM2, datatype: float32}
# - {name: S100, datatype: float32}
# - {name: S820, datatype: float32}
# - {name: S200, datatype: float32}
# - {name: S80, datatype: float32}
# - {name: S1284, datatype: float32}
# - {name: P2, datatype: float32}
# - {name: A1DOT, datatype: float32}
# - {name: S60, datatype: float32}
# - {name: S5000, datatype: float32}
# - {name: S40, datatype: float32}
# - {name: A1_2, datatype: float32}
# - {name: PB_2, datatype: float32}
# - {name: TASC_2, datatype: float32}
# - {name: EPS1_2, datatype: float32}
# - {name: EPS2_2, datatype: float32}
# - {name: SINI, datatype: float32}
# - {name: M2_2, datatype: float32}
# - {name: MASS_Q, datatype: float32}
# - {name: S2250, datatype: float32}
# - {name: S8600, datatype: float32}
# - {name: S700, datatype: float32}
# - {name: KOM, datatype: float32}
# - {name: KIN, datatype: float32}
# - {name: STIG, datatype: float32}
# - {name: H3, datatype: float32}
# - {name: H4, datatype: float32}
# - {name: GAMMA, datatype: float32}
# - {name: S1500, datatype: float32}
# - {name: S100G, datatype: float32}
# - {name: S150G, datatype: float32}
# - {name: OM_ASC, datatype: float32}
# - {name: DM3, datatype: float32}
# - {name: A1_3, datatype: float32}
# - {name: ECC_2, datatype: float32}
# - {name: ECC_3, datatype: float32}
# - {name: PB_3, datatype: float32}
# - {name: OM_2, datatype: float32}
# - {name: OM_3, datatype: float32}
# - {name: T0_2, datatype: float32}
# - {name: T0_3, datatype: float32}
# - {name: SINI_2, datatype: float32}
# - {name: SINI_3, datatype: float32}
# - {name: M2_3, datatype: float32}
# - {name: A12DOT, datatype: float32}
# - {name: OM2DOT, datatype: float32}
# - {name: S430, datatype: float32}
# - {name: S1380, datatype: float32}
# - {name: S35, datatype: float32}
# - {name: S64, datatype: float32}
# - {name: S79, datatype: float32}
# - {name: S6000, datatype: float32}
# - {name: FB3, datatype: float32}
# - {name: FB4, datatype: float32}
# - {name: 'WARNING:', datatype: string}
# - {name: FB5, datatype: float32}
# - {name: FB6, datatype: float32}
# - {name: F4, datatype: float32}
# - {name: F5, datatype: float32}
# - {name: S8000, datatype: float32}
# - {name: S9000, datatype: float32}
# - {name: S1283, datatype: float32}
# - {name: PBDOT_2, datatype: float32}
# - {name: PBDOT_3, datatype: float32}
# - {name: DM4, datatype: float32}
# - {name: DM5, datatype: float32}
# - {name: ECCDOT, datatype: float32}
# - {name: DTHETA, datatype: float32}
# - {name: FB7, datatype: float32}
# - {name: FB8, datatype: float32}
# schema: astropy-2.0
PSRJ RAJ DECJ POSEPOCH PMRA PMDEC DM F0 PEPOCH F1 PX S1400 DIST_DM DIST_DM1 TYPE ASSOC SURVEY P0 P1 RM S400 S150 W50 W10 SPINDX FRACL FRACV FRACAV MAGINC IMPANG PASWING F2 F3 NGLT DIST_AMX DIST_AMN S300 DMEPOCH EPHEM CLK PSRB S50 S600 TAU_SC ELONG ELAT PMELONG PMELAT BINARY A1 TASC EPS1 EPS2 FB0 FB1 FB2 UNITS BINCOMP S3000 S4000 S800 S2000 S900 S1600 DIST_A ECC PB PBDOT OM OMDOT T0 M2 S350 DM1 DM2 S100 S820 S200 S80 S1284 P2 A1DOT S60 S5000 S40 A1_2 PB_2 TASC_2 EPS1_2 EPS2_2 SINI M2_2 MASS_Q S2250 S8600 S700 KOM KIN STIG H3 H4 GAMMA S1500 S100G S150G OM_ASC DM3 A1_3 ECC_2 ECC_3 PB_3 OM_2 OM_3 T0_2 T0_3 SINI_2 SINI_3 M2_3 A12DOT OM2DOT S430 S1380 S35 S64 S79 S6000 FB3 FB4 WARNING: FB5 FB6 F4 F5 S8000 S9000 S1283 PBDOT_2 PBDOT_3 DM4 DM5 ECCDOT DTHETA FB7 FB8
J1910-5959F 19:10:52.066 -59:59:09.30 58700.0 -3.16 -4.03 33.2 117.848175 58700.0 -1.02942e-14 0.254 0.055 1.623 1.137 "" GC:NGC6752 meerkat_trapum "" "" "" "" "" "" "" "" "" "" "" "" "" "" -9.4e-26 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 4.12 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+00 19:11:48 +00:37 "" "" "" 100.0 "" 52318.0 "" "" "" 4.047 3.338 RRAT "" pksmb 6.94 "" "" "" "" 5.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+0101A 19:11:11.08957 +01:02:09.741 "" -1.11 -3.62 202.6 "" 53000.0 "" 0.132 "" 9.193 5.881 "" GC:NGC6760,OPT:[bvvh misc,fast_gpps 0.0036185242 -6.58e-21 123.7 "" "" 43.0 "" "" 0.25 0.19 0.22 "" "" "" "" "" "" "" "" "" "" "" "" B1908+00A "" "" "" "" "" "" "" ELL1 0.037658 53000.05 "" "" "" "" "" "" UL[fhn+05] "" "" "" "" "" "" 8.4 0.0 0.1409968 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+0101B 19:11:12.5725 +01:01:50.44 "" -1.11 -3.62 196.69 "" 53000.0 "" 0.132 "" 8.681 5.729 "" GC:NGC6760 misc 0.0053843255 -2e-21 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8.4 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+0310g 19:11:18 +03:10 "" "" "" 167.7 "" "" "" "" "" 6.181 4.979 RRAT[zhx+23] "" fast_gpps 1.333 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+0751g 19:11:43 +07:51 "" "" "" 220.6 "" "" "" "" 0.052 5.57 5.666 "" "" fast_gpps 0.79691 "" 239.0 "" "" 13.7 27.6 "" 0.18 0.04 0.06 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+0921 19:11:46.487 +09:21:56.8 "" "" "" 340.7 "" 56041.0 "" "" 0.113 6.419 4.966 "" "" palfa,fast_gpps 0.27370676 1.751e-17 188.0 "" "" 27.0 74.0 "" 0.11 -0.04 0.08 "" "" "" "" "" "" "" "" "" "" DE436 UTC(NIST) "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+0925 19:11:59.472 +09:25:32.2 "" "" "" 486.6 "" 55982.0 "" "" 0.09 8.146 6.854 "" "" palfa 0.32385755 3.548e-15 "" "" "" 19.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" DE436 UTC(NIST) "" "" "" 0.038 "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+0939g 19:11:38 +09:39 "" "" "" 597.0 "" "" "" "" 0.026 10.589 8.107 "" "" fast_gpps 0.36547 "" -20.0 "" "" 114.0 "" "" 0.4 0.009 0.07 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+1017g 19:11:12 +10:17 "" "" "" 162.0 "" "" "" "" "" 4.439 4.338 RRAT[zhx+23] "" fast_gpps 1.337 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+1051 19:11:42.262 +10:51:26.74 "" "" "" 445.21 "" 56578.0 "" "" 0.051 10.116 8.985 "" "" palfa,fast_gpps 0.19087285 1.216555e-14 "" "" "" 7.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" DE436 UTC(NIST) "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+1252g 19:11:28 +12:52 "" "" "" 68.8 "" "" "" "" 0.026 2.167 3.336 "" "" fast_gpps 0.02724 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+1301 19:11:31.739 +13:01:26.6 "" "" "" 388.8 "" 57915.0 "" "" 0.051 11.645 10.484 "" "" palfa,fast_gpps 1.0104617 1.8899e-15 1388.0 "" "" 6.0 8.3 "" 0.2 -0.11 0.13 "" "" "" "" "" "" "" "" "" "" DE436 UTC(NIST) "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+1336 19:11:59.541 +13:36:55.00 "" "" "" 323.95 "" 58410.0 "" "" 0.072 10.419 9.221 "" "" palfa 0.29999205 1.586e-16 "" "" "" 8.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" DE436 UTC(NIST) "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+1347 19:11:55.204694 +13:47:34.38383 57206.0 -2.9 -3.684 30.9 216.17123 55000.0 -7.9086e-16 0.4 0.9 1.362 2.066 "" "" pksmb,fast_gpps "" "" -7.2 3.0 "" 9.0 33.0 "" 0.4 0.26 0.32 "" "" "" "" "" "" "" "" "" "" DE436 TT(BIPM2017) "" "" "" "" 291.71692 35.886433 -3.472 -3.22 "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" -0.001 7e-05 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911+1758 19:11:55.390 +17:58:45.79 "" "" "" 48.9 "" 49079.5 "" "" "" 1.953 2.77 "" "" ar3,fast_gpps 0.46040583 1.31e-17 154.3 1.9 8.0 6.8 12.6 -1.8 0.31 0.001 0.03 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1911-1114 19:11:49.28233 -11:14:22.481 "" -13.7 -10.2 30.9665 "" 55000.0 "" 0.37 1.0 1.069 1.223 "" XRS:[pb15] pks70,gbncc 0.0036257457 1.395e-20 -28.0 15.0 38.0 0.18 0.45 -3.5 "" "" "" "" "" "" "" "" "" "" "" "" 59042.016 "" "" "" "" 7.1 "" "" "" "" "" ELL1 1.7628746 50455.613 1.4e-06 -8.4e-07 "" "" "" TCB He[llb+96] "" "" "" "" "" 0.63 "" "" 2.7165577 "" "" "" "" "" 17.0 -0.02 "" 260.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1912+0934g 19:12:41 +09:34 "" "" "" 143.8 "" "" "" "" 0.03 4.025 2.602 "" "" fast_gpps 0.89747 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1912+1000g 19:12:46 +10:00 "" "" "" 147.0 "" "" "" "" "" 4.09 3.209 RRAT[zhx+23] "" fast_gpps 3.053 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1912+1036 19:12:46.33 +10:36:41.6 "" "" "" 147.0 "" 51600.0 "" "" 0.22 4.154 4.416 "" "" ar1,palfa,pksmb,fast 0.40934947 1.5762e-14 154.7 1.6 "" 12.3 27.2 "" 0.61 -0.17 0.19 31.0 12.0 0.0 "" "" "" "" "" "" "" "" "" B1910+10 "" "" 1e-04 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1912+1105g 19:12:26 +11:05 "" "" "" 151.4 "" "" "" "" 0.018 4.368 4.448 "" "" fast_gpps 0.67071 "" 540.0 "" "" 6.8 "" "" 0.14 0.02 0.04 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1912+1417g 19:12:32 +14:17 "" "" "" 66.6 "" "" "" "" 0.04 2.164 3.352 "" "" fast_gpps 0.00317 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1912+2104 19:12:43.3391 +21:04:33.926 56000.0 -11.37 -5.8 88.5 0.44783425 48740.0 -2.041156e-15 0.09 0.8 3.366 3.966 "" "" jb1,ar3,fast_gpps "" "" 149.0 6.0 3.5 1.6 13.9 -1.4 0.41 -0.08 0.1 "" "" "" -2.67e-27 "" "" "" "" "" "" "" "" B1910+20 "" 3.3 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1912+2525 19:12:18.626 +25:25:02.12 "" "" "" 38.2 "" 49079.5 "" "" "" 2.167 2.622 "" "" ar3,gbncc,lotaas,fas 0.62197626 2.25e-16 32.3 1.6 24.2 4.5 7.8 -1.9 0.11 -0.05 0.08 67.0 -0.4 37.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 2.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1912-0952 19:12:12.2482 -09:52:51.748 "" "" "" 126.348 39.89142 58679.66 -4.55e-17 "" 0.195 9.446 3.881 "" "" fast_crafts "" "" -75.4 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" DE438 "" "" "" "" "" "" "" "" "" ELL1 5.379447 "" -1.62e-05 4.6e-05 "" "" "" TDB He[mzl+23] "" "" "" "" "" "" "" "" 29.492533 "" "" "" 58685.965 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1913+0446 19:13:50.82 +04:46:06 "" "" "" 109.1 "" 51832.34 "" "" 0.48 4.338 3.847 "" "" pksmb,fast_gpps 1.6161299 2.78904e-13 -100.1 "" "" 3.5 11.4 -1.8 0.36 0.02 0.03 "" "" "" "" "" 3.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1913+0523 19:13:22.721 +05:23:58.8 "" "" "" 333.6 "" 58290.0 "" "" 0.025 16.1 8.726 "" "" palfa,fast_gpps 0.66199744 1.7969e-15 "" "" "" 2.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" DE436 UTC(NIST) "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1913+0618 19:13:17.8786 +06:18:08.277 57696.0 -9.0 "" 155.987 198.93129 57696.0 -3.804e-16 "" 0.06 5.862 4.762 "" "" palfa "" "" "" "" "" 0.47 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" DE421 "" "" "" "" "" "" "" "" "" DD 32.74292 "" "" "" "" "" "" TDB He,CO(?)[pkr+19] "" "" "" "" "" "" "" 0.0007053 67.743935 "" 38.65 "" 57721.746 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1913+0657 19:13:32.92 +06:57:24.3 "" "" "" 142.0 "" 56700.0 "" "" 0.05 5.068 4.492 "" "" palfa,fast_gpps 1.257181 2.829e-15 10.0 "" "" 5.6 7.5 "" 0.18 0.09 0.11 28.0 -0.4 48.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1913+0832 19:13:00.50 +08:32:05.1 "" "" "" 356.4 7.4399776 51685.0 -2.5294e-13 "" 0.9 8.216 7.885 "" "" pksmb,palfa,fast_gpp "" "" 491.2 "" "" 18.4 198.3 "" 0.61 -0.04 0.06 5.3 9.0 -43.0 -2.7e-24 "" 1.0 "" "" "" "" "" "" "" "" "" 0.016 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
