#   1                     2                  3          4         5      6    7         8      9    10      11     12      13     14      15     16      17      18      19     20      21     22      23     24      25     26      27
# SOURCE              CEPHEID_ID             L          B        DIST  dDIST AGE      PERIOD  MODE  I1     dI1     I2     dI2     I3     dI3     I4     dI4      W1     dW1     W2     dW2     W3     dW3     W4     dW4    A_Ks   SOURCE"
#   -                     -                (deg)      (deg)      (pc)  (pc) (Myr)      (d)     -   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)    (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)    -
OGLE-IV            OGLE-GD-CEP-0509     284.28637    0.06993     5826   117  111    5.1004880 F    9.714  0.039   9.591  0.042   9.432  0.055   9.508  0.053    9.762  0.057   9.599  0.056   8.067  0.095   0.000  0.000   1.253  -      
GCVS               V708__Car            284.33720   -2.42726     4378   156   29   51.4139875 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.440  0.124   5.325  0.146   5.300  0.074   5.131  0.086   0.437  -      
OGLE-IV            OGLE-GD-CEP-0462     284.35076   -2.77980    12448   604  199    2.6415348 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.763  0.105  11.762  0.108   0.000  0.000   0.000  0.000   0.371  GAIA   
OGLE-IV            OGLE-GD-CEP-0519     284.41729    0.44610     3476    65  104    3.7222637 1O   8.080  0.065   8.076  0.034   7.977  0.026   7.967  0.028    8.023  0.039   7.994  0.039   8.121  0.097   0.000  0.000   0.408  -      
OGLE-IV            OGLE-GD-CEP-0484     284.41769   -1.76330    10365   319  195    1.9271510 1O  11.487  0.050  11.339  0.047   0.000  0.000   0.000  0.000   11.566  0.060  11.495  0.070   0.000  0.000   0.000  0.000   0.568  -      
OGLE-IV            OGLE-GD-CEP-0506     284.47512   -0.30092     5483   109  108    3.6301301 1O   9.353  0.046   9.273  0.039   9.112  0.034   9.162  0.038    9.387  0.041   9.242  0.039   7.594  0.111   0.000  0.000   0.875  -      
OGLE-IV            OGLE-GD-CEP-0485     284.51007   -1.85623    10488   283  143    4.0238547 F   11.000  0.063  10.857  0.055   0.000  0.000   0.000  0.000   10.925  0.104  10.870  0.102   0.000  0.000   0.000  0.000   0.568  -      
ASAS               J102012-5900.3       284.52081   -1.64930     2965    62  121    2.8402749 1O   7.949  0.036   7.947  0.038   0.000  0.000   0.000  0.000    7.981  0.037   7.984  0.040   8.027  0.043   0.000  0.000   0.180  -      
OGLE-IV            OGLE-GD-CEP-0487     284.53250   -1.68349    13851   511  169    3.6513825 F   11.647  0.062  11.543  0.057   0.000  0.000   0.000  0.000   11.807  0.079  11.746  0.085   0.000  0.000   0.000  0.000   0.568  -      
OGLE-IV            OGLE-GD-CEP-0505     284.57342   -0.48413     4910   116   60   14.5096037 F    7.807  0.093   7.747  0.091   7.600  0.089   7.529  0.086    7.783  0.069   7.659  0.069   7.719  0.090   0.000  0.000   1.122  -      
ASAS               J103920-5451.6       284.61910    3.24550     3268   114  303    0.6008428 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.433  0.047  10.372  0.053  10.316  0.288   0.000  0.000   0.148  OGLE   
OGLE-IV            OGLE-GD-CEP-0488     284.66700   -1.80526       -1     0   75    4.4323563 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0499     284.70452   -1.11624     6877   170  130    4.0233242 F   10.149  0.060  10.110  0.048   9.969  0.059   9.989  0.065   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.748  -      
OGLE-IV            OGLE-GD-CEP-0496     284.73599   -1.52781     6911   173  125    4.3146357 F   10.015  0.095   9.926  0.062   9.891  0.067   9.891  0.055   10.118  0.090  10.035  0.106   0.000  0.000   0.000  0.000   0.650  -      
GCVS               GZ____Car            284.73927   -1.95113     2314    56  121    4.1589077 F    7.471  0.046   7.409  0.039   0.000  0.000   0.000  0.000    7.247  0.128   7.336  0.047   7.320  0.036   0.000  0.000   0.196  -      
GCVS               UX____Car            284.78110    0.15654     1479    37  130    3.6821720 F    0.000  0.000   6.639  0.080   6.614  0.063   6.611  0.061    6.480  0.075   6.448  0.120   6.495  0.057   6.125  0.169   0.126  -      
GCVS               XX____Vel            284.80591    1.99218     3176   161   90    6.9845810 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    7.313  0.102   7.428  0.091   7.193  0.087   6.078  0.151   0.135  -      
OGLE-IV            OGLE-GD-CEP-0481     284.83184   -2.53088    12267   430  150    3.1225590 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.987  0.045  10.964  0.047   0.000  0.000   0.000  0.000   0.336  -      
OGLE-IV            OGLE-GD-CEP-0503     284.89676   -1.13308     4899   109   92    4.6225898 1O   8.571  0.046   8.492  0.040   8.480  0.042   8.460  0.034    8.379  0.049   8.329  0.040   8.238  0.052   0.000  0.000   0.431  -      
OGLE-IV            OGLE-GD-CEP-0529     284.90842    0.32333     6466   148  109    5.3356896 F    9.810  0.053   9.692  0.069   9.618  0.063   9.539  0.051    9.904  0.054   9.726  0.050   9.500  0.145   0.000  0.000   1.128  -      
OGLE-IV            OGLE-GD-CEP-0475     284.96208   -2.94999    12298   458  118    4.3117106 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.461  0.057  10.455  0.055   0.000  0.000   0.000  0.000   0.239  GAIA   
OGLE-IV            OGLE-GD-CEP-0514     284.97249   -0.63234     5907   121   96    6.5281276 F    9.068  0.057   9.026  0.057   9.003  0.058   8.985  0.049    9.128  0.043   9.062  0.049   9.411  0.169   0.000  0.000   0.707  -      
GCVS               ET____Car            285.00689   -4.31587    14085   764  197    2.9107584 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.713  0.122  11.765  0.129   0.000  0.000   0.000  0.000   0.076  OGLE   
OGLE-IV            OGLE-GD-CEP-0492     285.00991   -2.22174     5842   225  140    3.4567138 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    9.739  0.076   9.695  0.064   0.000  0.000   0.000  0.000   0.335  -      
OGLE-IV            OGLE-GD-CEP-0507     285.07160   -1.23323     6204   126  135    3.6870198 F    9.964  0.049   9.920  0.047   9.800  0.061   9.812  0.053    9.834  0.059   9.772  0.065   9.877  0.173   0.000  0.000   0.528  -      
OGLE-IV            OGLE-GD-CEP-0518     285.08528   -0.69081     6859   150  118    4.7241496 F    9.956  0.043   9.929  0.046   9.793  0.044   9.760  0.041    9.824  0.060   9.749  0.065   8.365  0.832   0.000  0.000   0.777  -      
OGLE-IV            OGLE-GD-CEP-0451     285.14651   -4.55807       -1     0  118    2.2525926 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               HS____Car            285.27817   -1.79570     3902   101  109    5.0924229 F    8.401  0.063   8.302  0.054   0.000  0.000   0.000  0.000    8.210  0.059   8.186  0.059   8.215  0.073   0.000  0.000   0.261  OGLE   
OGLE-IV            OGLE-GD-CEP-0511     285.34632   -1.40743    10745   307  154    3.5913199 F   11.234  0.067  11.180  0.074  11.011  0.081  11.169  0.079   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.663  -      
OGLE-IV            OGLE-GD-CEP-0531     285.36708   -0.29709     4871   117  119    3.0405232 1O   9.172  0.050   9.191  0.052   9.098  0.050   9.127  0.037    9.014  0.052   8.960  0.053   0.000  0.000   0.000  0.000   0.512  -      
ASAS               J103158-5814.7       285.42195   -0.19613     2484    52  208    1.1192129 1O   8.931  0.049   8.922  0.039   8.895  0.048   8.901  0.028   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.090  -      
OGLE-IV            OGLE-GD-CEP-0483     285.44229   -3.35590       -1     0  226    0.6350325 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0501     285.45520   -2.09222    13391   337   92    9.0653259 F   10.285  0.069  10.265  0.060   0.000  0.000   0.000  0.000   10.237  0.075  10.184  0.094   0.000  0.000   0.000  0.000   0.480  -      
OGLE-IV            OGLE-GD-CEP-0516     285.50117   -1.44955     2585    55  383    0.3949588 1O  10.550  0.045  10.457  0.072  10.552  0.068  10.497  0.054   10.522  0.054  10.536  0.054   0.000  0.000   0.000  0.000   0.096  -      
OGLE-IV            OGLE-GD-CEP-0510     285.52223   -1.88120     6873   193  114    5.0227528 F    9.680  0.068   9.550  0.069   0.000  0.000   0.000  0.000    9.715  0.058   9.662  0.074   9.518  0.121   0.000  0.000   0.471  -      
GCVS               YZ____Car            285.58147   -1.38944     2729    66   52   18.1677926 F    0.000  0.000   5.566  0.059   5.737  0.062   5.680  0.060    5.655  0.113   5.508  0.127   5.606  0.046   5.512  0.085   0.126  -      
GCVS               UW____Car            285.59355   -1.75669     2006    51  105    5.3458320 F    6.769  0.063   6.756  0.061   0.000  0.000   0.000  0.000    6.607  0.091   6.570  0.107   6.631  0.069   6.571  0.226   0.118  -      
GCVS               CS____Car            285.61215    0.17221     3694    83   93    6.6623304 F    8.009  0.073   8.036  0.074   7.976  0.068   7.958  0.064    7.972  0.057   7.933  0.076   8.037  0.108   0.000  0.000   0.733  OGLE   
OGLE-IV            OGLE-GD-CEP-0553     285.62153    1.13521       -1     0   99    2.0887997 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
ASAS               J102558-5956.8       285.64510   -2.04938     3705    76  109    3.3956317 1O   8.238  0.045   8.138  0.039   0.000  0.000   0.000  0.000    8.199  0.035   8.183  0.038   8.147  0.041   0.000  0.000   0.162  -      
GCVS               CR____Car            285.66746   -0.37194     4740   105   75    9.7588957 F    7.797  0.066   7.891  0.060   7.836  0.058   7.750  0.053    7.853  0.083   7.844  0.068   7.965  0.059   0.000  0.000   0.379  -      
OGLE-IV            OGLE-GD-CEP-0513     285.67493   -1.77732     5970   135  136    3.6191110 F    9.769  0.059   9.729  0.052   0.000  0.000   0.000  0.000    9.780  0.060   9.741  0.059   9.707  0.148   0.000  0.000   0.386  -      
GCVS               Y_____Car            285.68766   -0.33416     1387    32  131    3.6397612 F    0.000  0.000   0.000  0.000   6.445  0.056   6.434  0.049    6.400  0.087   6.367  0.071   6.386  0.052   6.161  0.142   0.085  -      
OGLE-IV            OGLE-GD-CEP-0528     285.69260   -1.04259    10361   394  162    3.2500932 F   11.392  0.124  11.258  0.110  11.070  0.084  11.095  0.076   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.616  -      
ASAS               J103052-5903.7       285.71446   -0.97063     4515    98  101    5.8649847 F    8.389  0.070   8.358  0.181   8.436  0.059   8.350  0.052    8.425  0.063   8.400  0.065   8.477  0.095   0.000  0.000   0.298  OGLE   
GCVS               AQ____Car            285.77276   -3.30482     2720    84   74    9.7695137 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.421  0.095   6.419  0.093   6.499  0.041   6.397  0.167   0.070  -      
OGLE-IV            OGLE-GD-CEP-0527     285.78597   -1.20559    10691   257  160    3.3531840 F   11.373  0.061  11.247  0.093  11.183  0.104  11.169  0.092   11.213  0.060  11.164  0.072   0.000  0.000   0.000  0.000   0.641  -      
OGLE-IV            OGLE-GD-CEP-0520     285.79781   -1.81026     4316   100  105    3.6516286 1O   8.477  0.039   8.424  0.037   0.000  0.000   0.000  0.000    8.364  0.116   8.394  0.056   8.224  0.060   0.000  0.000   0.205  -      
GCVS               EW____Car            285.81340   -3.49046       -1     0   78    4.2391280 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  OGLE   
OGLE-IV            OGLE-GD-CEP-0523     285.88212   -1.50400     4202    81  125    2.7213964 1O   8.830  0.041   8.832  0.069   8.849  0.042   8.850  0.051    8.867  0.034   8.841  0.029   8.632  0.053   0.000  0.000   0.294  -      
OGLE-IV            OGLE-GD-CEP-0533     285.94152   -1.20919     8872   174  152    2.4706301 1O  10.788  0.046  10.671  0.043  10.630  0.062  10.686  0.061   10.796  0.038  10.701  0.038  10.202  0.235   0.000  0.000   0.525  -      
OGLE-IV            OGLE-GD-CEP-0515     285.95850   -2.23147    10512   641  130    4.6524759 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.670  0.092  10.607  0.087  10.239  0.247   0.000  0.000   0.374  -      
OGLE-IV            OGLE-GD-CEP-0547     285.99602   -0.06652     2493    59  103    5.5170749 F    7.367  0.079   7.329  0.070   7.247  0.066   7.241  0.059    7.193  0.095   7.210  0.093   6.944  0.071   6.021  0.199   0.492  -      
GCVS               SV____Vel            285.99839    2.36578     2276    88   60   14.0980332 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.534  0.242   5.430  0.116   5.616  0.072   5.519  0.094   0.095  -      
OGLE-IV            OGLE-GD-CEP-0541     286.10623   -0.86173     6925   166  128    4.1077008 F   10.020  0.116   9.941  0.068   9.939  0.079   9.931  0.072   10.085  0.093   9.961  0.099   9.930  0.341   0.000  0.000   0.587  -      
OGLE-IV            OGLE-GD-CEP-0517     286.13845   -2.42291       -1     0   99    2.0982582 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0525     286.18577   -1.94521     8364   251  124    4.5715828 F   10.163  0.066  10.111  0.060   0.000  0.000   0.000  0.000   10.261  0.072  10.221  0.081  10.336  0.297   0.000  0.000   0.435  -      
OGLE-IV            OGLE-GD-CEP-0546     286.20049   -0.46861     3248    75   85    5.1788964 1O   7.552  0.044   7.446  0.055   7.371  0.043   7.305  0.034    7.365  0.106   7.333  0.036   7.229  0.046   6.713  0.261   0.456  -      
OGLE-IV            OGLE-GD-CEP-0534     286.20762   -1.56579     5070   109  140    2.3111989 1O   9.601  0.064   9.568  0.039   9.478  0.049   0.000  0.000    9.519  0.061   9.466  0.072   9.065  0.096   0.000  0.000   0.387  -      
GCVS               CQ____Car            286.23696   -1.73008     4337   143  106    5.3192553 F    8.522  0.069   8.408  0.063   0.000  0.000   0.000  0.000    8.475  0.055   8.429  0.065   8.197  0.056   0.000  0.000   0.197  OGLE   
OGLE-IV            OGLE-GD-CEP-0556     286.25413    0.57412     8831   335  154    3.2489426 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.184  0.065  11.044  0.074   0.000  0.000   0.000  0.000   1.114  -      
OGLE-IV            OGLE-GD-CEP-0489     286.25993   -4.23665    11545   471  225    1.6704548 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.587  0.059  11.643  0.066   0.000  0.000   0.000  0.000   0.057  GAIA   
OGLE-IV            OGLE-GD-CEP-0495     286.36319   -4.06804       -1     0  130    1.4094276 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0526     286.39444   -2.23314    13662   586  171    3.5087633 F    0.000  0.000  11.437  0.077   0.000  0.000   0.000  0.000   11.587  0.097  11.566  0.110   0.000  0.000   0.000  0.000   0.257  -      
OGLE-IV            OGLE-GD-CEP-0537     286.40066   -1.72618     7178   188  123    4.4247036 F   10.040  0.077   9.954  0.058   0.000  0.000   0.000  0.000    9.927  0.071   9.881  0.075  10.078  0.208   0.000  0.000   0.568  -      
OGLE-IV            OGLE-GD-CEP-0522     286.40865   -2.56096    13782   625  146    4.5062104 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.114  0.098  11.082  0.111   0.000  0.000   0.000  0.000   0.131  GAIA   
GCVS               AY____Car            286.49516   -1.37991     3490    98  103    5.5732683 F    7.944  0.133   7.847  0.071   7.750  0.072   7.741  0.068    7.923  0.085   7.902  0.108   7.631  0.081   6.589  0.371   0.139  OGLE   
GCVS               VY____Car            286.54763    1.21286     1858    75   51   18.8900259 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.715  0.150   4.589  0.181   4.710  0.116   4.630  0.123   0.061  -      
OGLE-IV            OGLE-GD-CEP-0504     286.60037   -3.81299    14002   489  145    3.5505661 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.939  0.046  10.935  0.058   0.000  0.000   0.000  0.000   0.076  -      
OGLE-IV            OGLE-GD-CEP-0539     286.63167   -1.80403     6094   164  128    2.7680981 1O   9.784  0.049   9.717  0.037   0.000  0.000   0.000  0.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.501  -      
OGLE-IV            OGLE-GD-CEP-0543     286.66895   -1.76325    11703   286  118    5.7033441 F   10.619  0.061  10.564  0.063   0.000  0.000   0.000  0.000   10.572  0.080  10.493  0.081  10.027  0.190   0.000  0.000   0.395  -      
GCVS               SX____Car            286.72365    1.32557     1822    61  111    4.8600155 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.604  0.107   6.612  0.068   6.595  0.061   6.410  0.154   0.124  -      
OGLE-IV            OGLE-GD-CEP-0524     286.73620   -2.87428    10811   696   75   11.3525831 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    9.483  0.104   9.455  0.108   9.147  0.124   0.000  0.000   0.322  -      
OGLE-IV            OGLE-GD-CEP-0558     286.82396   -0.20425     7024   186   32   43.1171454 F    7.066  0.058   6.931  0.070   6.753  0.060   6.690  0.056    6.951  0.234   6.962  0.151   6.886  0.051   0.000  0.000   1.035  -      
GCVS               V397__Car            286.85497   -8.91184     1176    32  146    2.0634837 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.347  0.061   6.263  0.101   6.361  0.021   6.264  0.133   0.026  -      
GCVS               FF____Car            286.93199    0.58732     4398   249   55   16.3353584 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.870  0.266   7.076  0.132   7.050  0.107   6.597  0.223   0.510  OGLE   
OGLE-IV            OGLE-GD-CEP-0569     286.95673    0.14910     9691   281  110    5.8203705 F   10.397  0.059  10.333  0.082  10.194  0.069  10.145  0.062    9.844  0.083   9.780  0.086   8.200  0.258   4.830  0.115   0.733  -      
OGLE-IV            OGLE-GD-CEP-0552     286.99175   -1.32297    11978   299  145    4.1559397 F   11.241  0.050  11.117  0.053  11.123  0.094  11.166  0.077   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.609  -      
OGLE-IV            OGLE-GD-CEP-0508     286.99254   -4.28760    20351   888  222    3.0456259 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.488  0.086  12.489  0.105   0.000  0.000   0.000  0.000   0.106  ASAS-SN
OGLE-IV            OGLE-GD-CEP-0567     287.06115   -0.16715    10468   341  132    4.4834724 F   11.182  0.067  11.010  0.075  10.877  0.091  11.125  0.099   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.236  -      
